"management","node_id","taxon","abun","services","body_mass","type","weight"
"SI",469,"Leaf-miner parasitoid",79081.6476871774,"Pest control",0.003286967,"D",259.938766253378
"SI",412,"Leaf-miner parasitoid",29799.1734832772,"Pest control",0.003286967,"D",97.948899866807
"SI",429,"Leaf-miner parasitoid",7560.12909836066,"Pest control",0.003286967,"D",24.8498948620512
"SI",457,"Leaf-miner parasitoid",121827.558700698,"Pest control",0.003286967,"D",400.443165139757
"I",376,"Secondary aphid parasitoid",538925.739224138,"Pest control",5.86e-05,"D",31.5810483185345
"I",377,"Secondary aphid parasitoid",839296.344827586,"Pest control",7.44e-05,"D",62.4436480551724
"I",368,"Primary aphid parasitoid",216794.948275862,"Pest control",0.000385666666666667,"D",83.6105850517242
"I",367,"Primary aphid parasitoid",72608.8103448276,"Pest control",0.00088,"D",63.8957531034483
"I",378,"Secondary aphid parasitoid",150864.612068966,"Pest control",7.44e-05,"D",11.224327137931
"I",374,"Primary aphid parasitoid",382575.206896552,"Pest control",0.000385666666666667,"D",147.546504793104
"I",369,"Primary aphid parasitoid",275073.724137931,"Pest control",0.000161,"D",44.2868695862069
"I",365,"Primary aphid parasitoid",413918.547413793,"Pest control",0.000116,"D",48.0145515
"I",381,"Secondary aphid parasitoid",1172903.70689655,"Pest control",9.02e-05,"D",105.795914362069
"I",380,"Secondary aphid parasitoid",99122.8793103448,"Pest control",7.44e-05,"D",7.37474222068966
"I",370,"Primary aphid parasitoid",288787.482758621,"Pest control",0.000385666666666667,"D",111.375705850575
"I",445,"Leaf-miner parasitoid",1705428.03663793,"Pest control",0.003286967,"D",5605.68567730367
"I",438,"Leaf-miner parasitoid",390643.586206897,"Pest control",0.003286967,"D",1284.03257662372
"I",422,"Leaf-miner parasitoid",129134.71875,"Pest control",0.003286967,"D",424.461559085531
"I",469,"Leaf-miner parasitoid",127876.358836207,"Pest control",0.003286967,"D",420.32537157477
"I",412,"Leaf-miner parasitoid",48647.6368534483,"Pest control",0.003286967,"D",159.903176965268
"I",429,"Leaf-miner parasitoid",12793.8125,"Pest control",0.003286967,"D",42.0528394916875
"I",457,"Leaf-miner parasitoid",152249.5,"Pest control",0.003286967,"D",500.4390822665
"IN",376,"Secondary aphid parasitoid",538925.739224138,"Pest control",5.86e-05,"D",31.5810483185345
"IN",377,"Secondary aphid parasitoid",839296.344827586,"Pest control",7.44e-05,"D",62.4436480551724
"IN",368,"Primary aphid parasitoid",216794.948275862,"Pest control",0.000385666666666667,"D",83.6105850517242
"IN",367,"Primary aphid parasitoid",72608.8103448276,"Pest control",0.00088,"D",63.8957531034483
"IN",378,"Secondary aphid parasitoid",150864.612068966,"Pest control",7.44e-05,"D",11.224327137931
"IN",374,"Primary aphid parasitoid",382575.206896552,"Pest control",0.000385666666666667,"D",147.546504793104
"IN",369,"Primary aphid parasitoid",275073.724137931,"Pest control",0.000161,"D",44.2868695862069
"IN",365,"Primary aphid parasitoid",413918.547413793,"Pest control",0.000116,"D",48.0145515
"IN",381,"Secondary aphid parasitoid",1172903.70689655,"Pest control",9.02e-05,"D",105.795914362069
"IN",380,"Secondary aphid parasitoid",99122.8793103448,"Pest control",7.44e-05,"D",7.37474222068966
"IN",370,"Primary aphid parasitoid",288787.482758621,"Pest control",0.000385666666666667,"D",111.375705850575
"IN",445,"Leaf-miner parasitoid",1705428.03663793,"Pest control",0.003286967,"D",5605.68567730367
"IN",438,"Leaf-miner parasitoid",390643.586206897,"Pest control",0.003286967,"D",1284.03257662372
"IN",422,"Leaf-miner parasitoid",129134.71875,"Pest control",0.003286967,"D",424.461559085531
"IN",469,"Leaf-miner parasitoid",127876.358836207,"Pest control",0.003286967,"D",420.32537157477
"IN",412,"Leaf-miner parasitoid",48647.6368534483,"Pest control",0.003286967,"D",159.903176965268
"IN",429,"Leaf-miner parasitoid",12793.8125,"Pest control",0.003286967,"D",42.0528394916875
"IN",457,"Leaf-miner parasitoid",152249.5,"Pest control",0.003286967,"D",500.4390822665
"E",499,"Seed-feeding bird",107,"Seed dispersal",26,"D",2782
"E",500,"Seed-feeding bird",286,"Seed dispersal",490,"D",140140
"E",501,"Seed-feeding bird",420,"Seed dispersal",452.1,"D",189882
"E",502,"Seed-feeding bird",107,"Seed dispersal",246,"D",26322
"E",504,"Seed-feeding bird",129,"Seed dispersal",23.81,"D",3071.49
"SE",499,"Seed-feeding bird",108.034482758621,"Seed dispersal",26,"D",2808.89655172414
"SE",500,"Seed-feeding bird",291.452586206897,"Seed dispersal",490,"D",142811.767241379
"SE",501,"Seed-feeding bird",401.887931034483,"Seed dispersal",452.1,"D",181693.53362069
"SE",502,"Seed-feeding bird",89.6163793103448,"Seed dispersal",246,"D",22045.6293103448
"SE",504,"Seed-feeding bird",127.35775862069,"Seed dispersal",23.81,"D",3032.38823275862
"M",499,"Seed-feeding bird",83.3103448275862,"Seed dispersal",26,"D",2166.06896551724
"M",500,"Seed-feeding bird",229.838362068966,"Seed dispersal",490,"D",112620.797413793
"M",501,"Seed-feeding bird",339.375,"Seed dispersal",452.1,"D",153431.4375
"M",502,"Seed-feeding bird",73.6099137931034,"Seed dispersal",246,"D",18108.0387931034
"M",504,"Seed-feeding bird",99.0323275862069,"Seed dispersal",23.81,"D",2357.95971982759
"SI",499,"Seed-feeding bird",53.9310344827586,"Seed dispersal",26,"D",1402.20689655172
"SI",500,"Seed-feeding bird",167.287715517241,"Seed dispersal",490,"D",81970.9806034483
"SI",501,"Seed-feeding bird",314.528017241379,"Seed dispersal",452.1,"D",142198.116594828
"SI",502,"Seed-feeding bird",63.1778017241379,"Seed dispersal",246,"D",15541.7392241379
"SI",504,"Seed-feeding bird",67.9493534482759,"Seed dispersal",23.81,"D",1617.87410560345
"I",499,"Seed-feeding bird",44.948275862069,"Seed dispersal",26,"D",1168.65517241379
"I",500,"Seed-feeding bird",159.784482758621,"Seed dispersal",490,"D",78294.3965517241
"I",501,"Seed-feeding bird",378.793103448276,"Seed dispersal",452.1,"D",171252.362068966
"I",502,"Seed-feeding bird",71.7672413793103,"Seed dispersal",246,"D",17654.7413793103
"I",504,"Seed-feeding bird",60.2844827586207,"Seed dispersal",23.81,"D",1435.37353448276
"IN",499,"Seed-feeding bird",44.948275862069,"Seed dispersal",26,"D",1168.65517241379
"IN",500,"Seed-feeding bird",159.784482758621,"Seed dispersal",490,"D",78294.3965517241
"IN",501,"Seed-feeding bird",378.793103448276,"Seed dispersal",452.1,"D",171252.362068966
"IN",502,"Seed-feeding bird",71.7672413793103,"Seed dispersal",246,"D",17654.7413793103
"IN",504,"Seed-feeding bird",60.2844827586207,"Seed dispersal",23.81,"D",1435.37353448276
"E",519,"Butterfly",307,"Butterfly watching",0.078,"D",23.946
"E",524,"Butterfly",79,"Butterfly watching",0.136,"D",10.744
"E",514,"Butterfly",213,"Butterfly watching",0.056,"D",11.928
"E",516,"Butterfly",179,"Butterfly watching",0.128,"D",22.912
"E",517,"Butterfly",4709,"Butterfly watching",0.0215,"D",101.2435
"E",523,"Butterfly",109,"Butterfly watching",0.061,"D",6.649
"E",513,"Butterfly",595,"Butterfly watching",0.04,"D",23.8
"E",525,"Butterfly",375,"Butterfly watching",0.067,"D",25.125
"E",522,"Butterfly",71,"Butterfly watching",0.051,"D",3.621
"E",512,"Butterfly",61,"Butterfly watching",0.0118,"D",0.7198
"E",521,"Butterfly",18,"Butterfly watching",0.0376,"D",0.6768
"E",515,"Butterfly",65,"Butterfly watching",0.088,"D",5.72
"E",526,"Butterfly",27,"Butterfly watching",0.041,"D",1.107
"E",520,"Butterfly",38,"Butterfly watching",0.0725,"D",2.755
"E",511,"Butterfly",10,"Butterfly watching",0.0413,"D",0.413
"E",518,"Butterfly",47,"Butterfly watching",0.0725,"D",3.4075
"SE",519,"Butterfly",304.982100571388,"Butterfly watching",0.078,"D",23.7886038445682
"SE",524,"Butterfly",76.5746087473104,"Butterfly watching",0.136,"D",10.4141467896342
"SE",514,"Butterfly",218.077586206897,"Butterfly watching",0.056,"D",12.2123448275862
"SE",516,"Butterfly",181.376818770911,"Butterfly watching",0.128,"D",23.2162328026766
"SE",517,"Butterfly",4739.54672656919,"Butterfly watching",0.0215,"D",101.900254621238
"SE",523,"Butterfly",117.327586206897,"Butterfly watching",0.061,"D",7.15698275862069
"SE",513,"Butterfly",586.775238198017,"Butterfly watching",0.04,"D",23.4710095279207
"SE",525,"Butterfly",363.999520050624,"Butterfly watching",0.067,"D",24.3879678433918
"SE",522,"Butterfly",71,"Butterfly watching",0.051,"D",3.621
"SE",512,"Butterfly",61,"Butterfly watching",0.0118,"D",0.7198
"SE",521,"Butterfly",18,"Butterfly watching",0.0376,"D",0.6768
"SE",515,"Butterfly",62.8311641780176,"Butterfly watching",0.088,"D",5.52914244766555
"SE",526,"Butterfly",20,"Butterfly watching",0.041,"D",0.82
"SE",520,"Butterfly",35.8524201633881,"Butterfly watching",0.0725,"D",2.59930046184564
"SE",511,"Butterfly",10,"Butterfly watching",0.0413,"D",0.413
"SE",518,"Butterfly",47,"Butterfly watching",0.0725,"D",3.4075
"M",519,"Butterfly",294.241648022453,"Butterfly watching",0.078,"D",22.9508485457513
"M",524,"Butterfly",75.1420402241825,"Butterfly watching",0.136,"D",10.2193174704888
"M",514,"Butterfly",217.5935069861,"Butterfly watching",0.056,"D",12.1852363912216
"M",516,"Butterfly",178.213500986556,"Butterfly watching",0.128,"D",22.8113281262791
"M",517,"Butterfly",4725.16108078528,"Butterfly watching",0.0215,"D",101.590963236884
"M",523,"Butterfly",124.025862068966,"Butterfly watching",0.061,"D",7.5655775862069
"M",513,"Butterfly",523.357771307673,"Butterfly watching",0.04,"D",20.9343108523069
"M",525,"Butterfly",369.347288128844,"Butterfly watching",0.067,"D",24.7462683046326
"M",522,"Butterfly",71,"Butterfly watching",0.051,"D",3.621
"M",512,"Butterfly",61,"Butterfly watching",0.0118,"D",0.7198
"M",521,"Butterfly",17.1618048200871,"Butterfly watching",0.0376,"D",0.645283861235275
"M",515,"Butterfly",61.6653704466437,"Butterfly watching",0.088,"D",5.42655259930464
"M",526,"Butterfly",10.6822780645057,"Butterfly watching",0.041,"D",0.437973400644735
"M",520,"Butterfly",13.1817716290424,"Butterfly watching",0.0725,"D",0.955678443105575
"M",518,"Butterfly",47,"Butterfly watching",0.0725,"D",3.4075
"M",511,"Butterfly",10,"Butterfly watching",0.0413,"D",0.413
"SI",519,"Butterfly",299.239964499444,"Butterfly watching",0.078,"D",23.3407172309566
"SI",524,"Butterfly",64.6541716475507,"Butterfly watching",0.136,"D",8.7929673440669
"SI",514,"Butterfly",302.478517206285,"Butterfly watching",0.056,"D",16.9387969635519
"SI",516,"Butterfly",238.143711163282,"Butterfly watching",0.128,"D",30.4823950289001
"SI",517,"Butterfly",4421.6221834335,"Butterfly watching",0.0215,"D",95.0648769438203
"SI",523,"Butterfly",161.40692247861,"Butterfly watching",0.061,"D",9.84582227119523
"SI",513,"Butterfly",434.27507693507,"Butterfly watching",0.04,"D",17.3710030774028
"SI",525,"Butterfly",420.64728032543,"Butterfly watching",0.067,"D",28.1833677818038
"SI",522,"Butterfly",69.5798524945368,"Butterfly watching",0.051,"D",3.54857247722138
"SI",515,"Butterfly",45.0663876806585,"Butterfly watching",0.088,"D",3.96584211589795
"SI",512,"Butterfly",40.6666666666667,"Butterfly watching",0.0118,"D",0.479866666666667
"SI",521,"Butterfly",11.3333333333333,"Butterfly watching",0.0376,"D",0.426133333333333
"SI",518,"Butterfly",47,"Butterfly watching",0.0725,"D",3.4075
"I",519,"Butterfly",409.800646551724,"Butterfly watching",0.078,"D",31.9644504310345
"I",524,"Butterfly",123.95150862069,"Butterfly watching",0.136,"D",16.8574051724138
"I",514,"Butterfly",420.713362068966,"Butterfly watching",0.056,"D",23.5599482758621
"I",516,"Butterfly",319.033405172414,"Butterfly watching",0.128,"D",40.836275862069
"I",517,"Butterfly",5200.34051724138,"Butterfly watching",0.0215,"D",111.80732112069
"I",523,"Butterfly",263.875,"Butterfly watching",0.061,"D",16.096375
"I",513,"Butterfly",609.362068965517,"Butterfly watching",0.04,"D",24.3744827586207
"I",525,"Butterfly",495.344827586207,"Butterfly watching",0.067,"D",33.1881034482759
"I",522,"Butterfly",81.9051724137931,"Butterfly watching",0.051,"D",4.17716379310345
"IN",514,"Butterfly",420.713362068966,"Butterfly watching",0.056,"D",23.5599482758621
"IN",516,"Butterfly",319.033405172414,"Butterfly watching",0.128,"D",40.836275862069
"IN",523,"Butterfly",263.875,"Butterfly watching",0.061,"D",16.096375
"E",495,"Seed-feeding bird",48,"Bird watching",37.31,"D",1790.88
"E",496,"Seed-feeding bird",315,"Bird watching",527.86,"D",166275.9
"E",497,"Seed-feeding bird",40,"Bird watching",19.53,"D",781.2
"E",498,"Seed-feeding bird",1024,"Bird watching",16,"D",16384
"E",499,"Seed-feeding bird",107,"Bird watching",26,"D",2782
"E",501,"Seed-feeding bird",420,"Bird watching",452.1,"D",189882
"E",503,"Seed-feeding bird",122,"Bird watching",29.7,"D",3623.4
"SE",495,"Seed-feeding bird",48,"Bird watching",37.31,"D",1790.88
"SE",496,"Seed-feeding bird",317.254310344828,"Bird watching",527.86,"D",167465.860258621
"SE",497,"Seed-feeding bird",40,"Bird watching",19.53,"D",781.2
"SE",498,"Seed-feeding bird",1012.39224137931,"Bird watching",16,"D",16198.275862069
"SE",499,"Seed-feeding bird",108.034482758621,"Bird watching",26,"D",2808.89655172414
"SE",501,"Seed-feeding bird",401.887931034483,"Bird watching",452.1,"D",181693.53362069
"SE",503,"Seed-feeding bird",123.099137931034,"Bird watching",29.7,"D",3656.04439655172
"M",495,"Seed-feeding bird",36,"Bird watching",37.31,"D",1343.16
"M",496,"Seed-feeding bird",247.480603448276,"Bird watching",527.86,"D",130635.111336207
"M",497,"Seed-feeding bird",30,"Bird watching",19.53,"D",585.9
"M",498,"Seed-feeding bird",773.4375,"Bird watching",16,"D",12375
"M",499,"Seed-feeding bird",83.3103448275862,"Bird watching",26,"D",2166.06896551724
"M",501,"Seed-feeding bird",339.375,"Bird watching",452.1,"D",153431.4375
"M",503,"Seed-feeding bird",94.4547413793103,"Bird watching",29.7,"D",2805.30581896552
"SI",495,"Seed-feeding bird",20.8706896551724,"Bird watching",37.31,"D",778.685431034483
"SI",496,"Seed-feeding bird",171.604525862069,"Bird watching",527.86,"D",90583.1650215517
"SI",497,"Seed-feeding bird",17.3922413793103,"Bird watching",19.53,"D",339.670474137931
"SI",498,"Seed-feeding bird",481.276939655172,"Bird watching",16,"D",7700.43103448276
"SI",499,"Seed-feeding bird",53.9310344827586,"Bird watching",26,"D",1402.20689655172
"SI",501,"Seed-feeding bird",314.528017241379,"Bird watching",452.1,"D",142198.116594828
"SI",503,"Seed-feeding bird",60.7209051724138,"Bird watching",29.7,"D",1803.41088362069
"I",495,"Seed-feeding bird",15.2521551724138,"Bird watching",37.31,"D",569.057909482759
"I",496,"Seed-feeding bird",153.974137931034,"Bird watching",527.86,"D",81276.7884482759
"I",497,"Seed-feeding bird",12.7101293103448,"Bird watching",19.53,"D",248.228825431035
"I",498,"Seed-feeding bird",364.224137931035,"Bird watching",16,"D",5827.58620689655
"I",499,"Seed-feeding bird",44.948275862069,"Bird watching",26,"D",1168.65517241379
"I",501,"Seed-feeding bird",378.793103448276,"Bird watching",452.1,"D",171252.362068966
"I",503,"Seed-feeding bird",48.801724137931,"Bird watching",29.7,"D",1449.41120689655
"IN",495,"Seed-feeding bird",15.2521551724138,"Bird watching",37.31,"D",569.057909482759
"IN",496,"Seed-feeding bird",153.974137931034,"Bird watching",527.86,"D",81276.7884482759
"IN",497,"Seed-feeding bird",12.7101293103448,"Bird watching",19.53,"D",248.228825431035
"IN",498,"Seed-feeding bird",364.224137931035,"Bird watching",16,"D",5827.58620689655
"IN",499,"Seed-feeding bird",44.948275862069,"Bird watching",26,"D",1168.65517241379
"IN",501,"Seed-feeding bird",378.793103448276,"Bird watching",452.1,"D",171252.362068966
"IN",503,"Seed-feeding bird",48.801724137931,"Bird watching",29.7,"D",1449.41120689655
