"management","node_id","taxon","abun","services","type","body_size","weight","output"
"SE",526,"Butterfly",75.714378597832,"Pollination","D",1,75.714378597832,"+"
"SE",247,"Flower-visiting",9.496916815,"Pollination","D",1,9.496916815,"+"
"SE",124,"Flower-visiting",4488.93597592992,"Pollination","D",1,4488.93597592992,"+"
"SE",327,"Flower-visiting",9.496916815,"Pollination","D",1,9.496916815,"+"
"SE",259,"Flower-visiting",542.0529405445,"Pollination","D",1,542.0529405445,"+"
"SE",101,"Flower-visiting",555.74129531596,"Pollination","D",1,555.74129531596,"+"
"SE",231,"Flower-visiting",9.496916815,"Pollination","D",1,9.496916815,"+"
"SE",163,"Flower-visiting",9.496916815,"Pollination","D",1,9.496916815,"+"
"SE",167,"Flower-visiting",9.496916815,"Pollination","D",1,9.496916815,"+"
"SE",151,"Flower-visiting",275.36308425,"Pollination","D",1,275.36308425,"+"
"SE",152,"Flower-visiting",32.406967601,"Pollination","D",1,32.406967601,"+"
"SE",285,"Flower-visiting",1125.397001663,"Pollination","D",1,1125.397001663,"+"
"SE",195,"Flower-visiting",758.57283793,"Pollination","D",1,758.57283793,"+"
"SE",255,"Flower-visiting",9.496916815,"Pollination","D",1,9.496916815,"+"
"SE",210,"Flower-visiting",379.286418965,"Pollination","D",1,379.286418965,"+"
"SE",339,"Flower-visiting",9.496916815,"Pollination","D",1,9.496916815,"+"
"SE",212,"Flower-visiting",138.8174028,"Pollination","D",1,138.8174028,"+"
"SE",241,"Flower-visiting",416.4522084,"Pollination","D",1,416.4522084,"+"
"SE",299,"Flower-visiting",1283.9755183,"Pollination","D",1,1283.9755183,"+"
"SE",215,"Flower-visiting",138.8174028,"Pollination","D",1,138.8174028,"+"
"SE",268,"Flower-visiting",416.4522084,"Pollination","D",1,416.4522084,"+"
"SE",139,"Flower-visiting",185.08987035,"Pollination","D",1,185.08987035,"+"
"SE",112,"Flower-visiting",11771.3783372514,"Pollination","D",1,11771.3783372514,"+"
"SE",528,"Butterfly",73.86544812,"Pollination","D",1,73.86544812,"+"
"SE",516,"Butterfly",64.013938471,"Pollination","D",1,64.013938471,"+"
"SE",525,"Butterfly",18.012781921,"Pollination","D",1,18.012781921,"+"
"SE",519,"Butterfly",65.2089936816704,"Pollination","D",1,65.2089936816704,"+"
"SE",530,"Butterfly",13.360047846,"Pollination","D",1,13.360047846,"+"
"SE",524,"Butterfly",33.590269492,"Pollination","D",1,33.590269492,"+"
"SE",290,"Flower-visiting",273.12218925048,"Pollination","D",1,273.12218925048,"+"
"SE",271,"Flower-visiting",273.12218925048,"Pollination","D",1,273.12218925048,"+"
"SE",310,"Flower-visiting",556.09127359096,"Pollination","D",1,556.09127359096,"+"
"SE",237,"Flower-visiting",273.12218925048,"Pollination","D",1,273.12218925048,"+"
"SE",309,"Flower-visiting",332.20355979548,"Pollination","D",1,332.20355979548,"+"
"SE",197,"Flower-visiting",546.24437850096,"Pollination","D",1,546.24437850096,"+"
"SE",224,"Flower-visiting",642.91169140048,"Pollination","D",1,642.91169140048,"+"
"SE",129,"Flower-visiting",1036.74936916198,"Pollination","D",1,1036.74936916198,"+"
"SE",303,"Flower-visiting",273.12218925048,"Pollination","D",1,273.12218925048,"+"
"SE",294,"Flower-visiting",282.96908434048,"Pollination","D",1,282.96908434048,"+"
"SE",331,"Flower-visiting",2491.85920275048,"Pollination","D",1,2491.85920275048,"+"
"SE",113,"Flower-visiting",273.12218925048,"Pollination","D",1,273.12218925048,"+"
"SE",171,"Flower-visiting",827.80644275048,"Pollination","D",1,827.80644275048,"+"
"SE",213,"Flower-visiting",273.12218925048,"Pollination","D",1,273.12218925048,"+"
"SE",127,"Flower-visiting",546.24437850096,"Pollination","D",1,546.24437850096,"+"
"SE",232,"Flower-visiting",1381.9399727976,"Pollination","D",1,1381.9399727976,"+"
"SE",324,"Flower-visiting",1381.9399727976,"Pollination","D",1,1381.9399727976,"+"
"SE",286,"Flower-visiting",1381.9399727976,"Pollination","D",1,1381.9399727976,"+"
"SE",317,"Flower-visiting",2407.1177784132,"Pollination","D",1,2407.1177784132,"+"
"SE",318,"Flower-visiting",1381.9399727976,"Pollination","D",1,1381.9399727976,"+"
"SE",292,"Flower-visiting",9.84689509,"Pollination","D",1,9.84689509,"+"
"SE",192,"Flower-visiting",9.84689509,"Pollination","D",1,9.84689509,"+"
"SE",134,"Flower-visiting",29.54068527,"Pollination","D",1,29.54068527,"+"
"SE",236,"Flower-visiting",16.378472938,"Pollination","D",1,16.378472938,"+"
"SE",221,"Flower-visiting",9.84689509,"Pollination","D",1,9.84689509,"+"
"SE",189,"Flower-visiting",312.31801494,"Pollination","D",1,312.31801494,"+"
"SE",242,"Flower-visiting",9.84689509,"Pollination","D",1,9.84689509,"+"
"SE",328,"Flower-visiting",9.84689509,"Pollination","D",1,9.84689509,"+"
"SE",100,"Flower-visiting",19.69379018,"Pollination","D",1,19.69379018,"+"
"SE",176,"Flower-visiting",9.84689509,"Pollination","D",1,9.84689509,"+"
"SE",283,"Flower-visiting",9.84689509,"Pollination","D",1,9.84689509,"+"
"SE",107,"Flower-visiting",19.69379018,"Pollination","D",1,19.69379018,"+"
"SE",201,"Flower-visiting",409.17708251,"Pollination","D",1,409.17708251,"+"
"SE",240,"Flower-visiting",9.84689509,"Pollination","D",1,9.84689509,"+"
"SE",117,"Flower-visiting",9.84689509,"Pollination","D",1,9.84689509,"+"
"SE",218,"Flower-visiting",9.84689509,"Pollination","D",1,9.84689509,"+"
"SE",261,"Flower-visiting",9.84689509,"Pollination","D",1,9.84689509,"+"
"SE",219,"Flower-visiting",19.69379018,"Pollination","D",1,19.69379018,"+"
"SE",282,"Flower-visiting",9.84689509,"Pollination","D",1,9.84689509,"+"
"SE",120,"Flower-visiting",19.69379018,"Pollination","D",1,19.69379018,"+"
"SE",214,"Flower-visiting",9.84689509,"Pollination","D",1,9.84689509,"+"
"SE",103,"Flower-visiting",39.387580365,"Pollination","D",1,39.387580365,"+"
"SE",252,"Flower-visiting",19.69379018,"Pollination","D",1,19.69379018,"+"
"SE",121,"Flower-visiting",19.69379018,"Pollination","D",1,19.69379018,"+"
"SE",276,"Flower-visiting",9.84689509,"Pollination","D",1,9.84689509,"+"
"SE",234,"Flower-visiting",88.62205583,"Pollination","D",1,88.62205583,"+"
"SE",199,"Flower-visiting",9.84689509,"Pollination","D",1,9.84689509,"+"
"SE",111,"Flower-visiting",19.69379018,"Pollination","D",1,19.69379018,"+"
"SE",266,"Flower-visiting",312.31801494,"Pollination","D",1,312.31801494,"+"
"SE",293,"Flower-visiting",9.84689509,"Pollination","D",1,9.84689509,"+"
"SE",169,"Flower-visiting",62.347159464,"Pollination","D",1,62.347159464,"+"
"SE",333,"Flower-visiting",19.69379018,"Pollination","D",1,19.69379018,"+"
"SE",298,"Flower-visiting",14.2012803215,"Pollination","D",1,14.2012803215,"+"
"SE",300,"Flower-visiting",78.775160735,"Pollination","D",1,78.775160735,"+"
"SE",273,"Flower-visiting",9.84689509,"Pollination","D",1,9.84689509,"+"
"SE",187,"Flower-visiting",36.072263123,"Pollination","D",1,36.072263123,"+"
"SE",136,"Flower-visiting",9.84689509,"Pollination","D",1,9.84689509,"+"
"SE",235,"Flower-visiting",9.84689509,"Pollination","D",1,9.84689509,"+"
"SE",216,"Flower-visiting",9.84689509,"Pollination","D",1,9.84689509,"+"
"SE",122,"Flower-visiting",627.8522904845,"Pollination","D",1,627.8522904845,"+"
"SE",264,"Flower-visiting",19.693790185,"Pollination","D",1,19.693790185,"+"
"SE",137,"Flower-visiting",19.693790185,"Pollination","D",1,19.693790185,"+"
"SE",263,"Flower-visiting",19.693790185,"Pollination","D",1,19.693790185,"+"
"SE",182,"Flower-visiting",19.693790185,"Pollination","D",1,19.693790185,"+"
"SE",180,"Flower-visiting",59.081370555,"Pollination","D",1,59.081370555,"+"
"SE",274,"Flower-visiting",19.693790185,"Pollination","D",1,19.693790185,"+"
"SE",174,"Flower-visiting",19.693790185,"Pollination","D",1,19.693790185,"+"
"SE",177,"Flower-visiting",19.693790185,"Pollination","D",1,19.693790185,"+"
"SE",229,"Flower-visiting",19.693790185,"Pollination","D",1,19.693790185,"+"
"SE",227,"Flower-visiting",22.959579109,"Pollination","D",1,22.959579109,"+"
"SE",159,"Flower-visiting",19.693790185,"Pollination","D",1,19.693790185,"+"
"SE",244,"Flower-visiting",26.25838691,"Pollination","D",1,26.25838691,"+"
"SE",184,"Flower-visiting",78.77516074,"Pollination","D",1,78.77516074,"+"
"SE",104,"Flower-visiting",137.856531295,"Pollination","D",1,137.856531295,"+"
"SE",133,"Flower-visiting",19.693790185,"Pollination","D",1,19.693790185,"+"
"SE",311,"Flower-visiting",39.38758037,"Pollination","D",1,39.38758037,"+"
"SE",338,"Flower-visiting",19.693790185,"Pollination","D",1,19.693790185,"+"
"SE",161,"Flower-visiting",19.693790185,"Pollination","D",1,19.693790185,"+"
"SE",277,"Flower-visiting",19.693790185,"Pollination","D",1,19.693790185,"+"
"SE",162,"Flower-visiting",19.693790185,"Pollination","D",1,19.693790185,"+"
"SE",325,"Flower-visiting",19.693790185,"Pollination","D",1,19.693790185,"+"
"SE",515,"Butterfly",10.11510555,"Pollination","D",1,10.11510555,"+"
"SE",295,"Flower-visiting",9.797366772,"Pollination","D",1,9.797366772,"+"
"SE",226,"Flower-visiting",3.265788924,"Pollination","D",1,3.265788924,"+"
"SE",185,"Flower-visiting",3.265788924,"Pollination","D",1,3.265788924,"+"
"SE",315,"Flower-visiting",3.265788924,"Pollination","D",1,3.265788924,"+"
"SE",320,"Flower-visiting",3.265788924,"Pollination","D",1,3.265788924,"+"
"SE",206,"Flower-visiting",3.265788924,"Pollination","D",1,3.265788924,"+"
"SE",246,"Flower-visiting",3.265788924,"Pollination","D",1,3.265788924,"+"
"SE",225,"Flower-visiting",3.265788924,"Pollination","D",1,3.265788924,"+"
"SE",291,"Flower-visiting",3.265788924,"Pollination","D",1,3.265788924,"+"
"SE",135,"Flower-visiting",3.265788924,"Pollination","D",1,3.265788924,"+"
"SE",156,"Flower-visiting",4.3543852315,"Pollination","D",1,4.3543852315,"+"
"SE",172,"Flower-visiting",3.265788924,"Pollination","D",1,3.265788924,"+"
"SE",297,"Flower-visiting",743.9333895315,"Pollination","D",1,743.9333895315,"+"
"SE",150,"Flower-visiting",676.6150072315,"Pollination","D",1,676.6150072315,"+"
"SE",269,"Flower-visiting",3.265788924,"Pollination","D",1,3.265788924,"+"
"SE",335,"Flower-visiting",3.265788924,"Pollination","D",1,3.265788924,"+"
"SE",178,"Flower-visiting",6.53157785,"Pollination","D",1,6.53157785,"+"
"SE",329,"Flower-visiting",6.53157785,"Pollination","D",1,6.53157785,"+"
"SE",239,"Flower-visiting",6.53157785,"Pollination","D",1,6.53157785,"+"
"SE",188,"Flower-visiting",311.179890315,"Pollination","D",1,311.179890315,"+"
"SE",337,"Flower-visiting",561.21583135,"Pollination","D",1,561.21583135,"+"
"SE",220,"Flower-visiting",6.53157785,"Pollination","D",1,6.53157785,"+"
"SE",257,"Flower-visiting",6.53157785,"Pollination","D",1,6.53157785,"+"
"SE",279,"Flower-visiting",302.47111985,"Pollination","D",1,302.47111985,"+"
"SE",211,"Flower-visiting",302.47111985,"Pollination","D",1,302.47111985,"+"
"SE",304,"Flower-visiting",302.47111985,"Pollination","D",1,302.47111985,"+"
"SE",272,"Flower-visiting",302.47111985,"Pollination","D",1,302.47111985,"+"
"SE",319,"Flower-visiting",302.47111985,"Pollination","D",1,302.47111985,"+"
"SE",165,"Flower-visiting",302.47111985,"Pollination","D",1,302.47111985,"+"
"SE",109,"Flower-visiting",302.47111985,"Pollination","D",1,302.47111985,"+"
"SE",125,"Flower-visiting",369.78950215,"Pollination","D",1,369.78950215,"+"
"SE",230,"Flower-visiting",369.78950215,"Pollination","D",1,369.78950215,"+"
"SE",296,"Flower-visiting",369.78950215,"Pollination","D",1,369.78950215,"+"
"SE",301,"Flower-visiting",3697.8950225,"Pollination","D",1,3697.8950225,"+"
"SE",217,"Flower-visiting",5177.0530315,"Pollination","D",1,5177.0530315,"+"
"SE",208,"Flower-visiting",739.5790045,"Pollination","D",1,739.5790045,"+"
"SE",302,"Flower-visiting",739.5790045,"Pollination","D",1,739.5790045,"+"
"SE",114,"Flower-visiting",1294.263258,"Pollination","D",1,1294.263258,"+"
"SE",200,"Flower-visiting",739.5790045,"Pollination","D",1,739.5790045,"+"
"SE",154,"Flower-visiting",739.5790045,"Pollination","D",1,739.5790045,"+"
"SE",522,"Butterfly",47.40897436,"Pollination","D",1,47.40897436,"+"
"M",330,"Flower-visiting",373.787165,"Pollination","D",1,373.787165,"+"
"M",105,"Flower-visiting",373.787165,"Pollination","D",1,373.787165,"+"
"M",321,"Flower-visiting",3349.9174643,"Pollination","D",1,3349.9174643,"+"
"M",202,"Flower-visiting",373.787165,"Pollination","D",1,373.787165,"+"
"M",260,"Flower-visiting",21997.2929129615,"Pollination","D",1,21997.2929129615,"+"
"M",123,"Flower-visiting",9818.28536223405,"Pollination","D",1,9818.28536223405,"+"
"M",312,"Flower-visiting",1348.51890685,"Pollination","D",1,1348.51890685,"+"
"M",183,"Flower-visiting",373.787165,"Pollination","D",1,373.787165,"+"
"M",179,"Flower-visiting",18813.84306523,"Pollination","D",1,18813.84306523,"+"
"M",164,"Flower-visiting",12247.9492612539,"Pollination","D",1,12247.9492612539,"+"
"M",141,"Flower-visiting",373.787165,"Pollination","D",1,373.787165,"+"
"M",126,"Flower-visiting",5792.00583390318,"Pollination","D",1,5792.00583390318,"+"
"M",193,"Flower-visiting",383.284081815,"Pollination","D",1,383.284081815,"+"
"M",166,"Flower-visiting",373.787165,"Pollination","D",1,373.787165,"+"
"M",228,"Flower-visiting",383.284081815,"Pollination","D",1,383.284081815,"+"
"M",322,"Flower-visiting",4026.31437223,"Pollination","D",1,4026.31437223,"+"
"M",278,"Flower-visiting",1345.279151565,"Pollination","D",1,1345.279151565,"+"
"M",144,"Flower-visiting",383.284081815,"Pollination","D",1,383.284081815,"+"
"M",198,"Flower-visiting",497.247083595,"Pollination","D",1,497.247083595,"+"
"M",326,"Flower-visiting",676.25828485,"Pollination","D",1,676.25828485,"+"
"M",128,"Flower-visiting",385.54212975,"Pollination","D",1,385.54212975,"+"
"M",265,"Flower-visiting",771.0842595,"Pollination","D",1,771.0842595,"+"
"M",245,"Flower-visiting",1893.00642025,"Pollination","D",1,1893.00642025,"+"
"M",307,"Flower-visiting",14632.2477963867,"Pollination","D",1,14632.2477963867,"+"
"M",281,"Flower-visiting",385.54212975,"Pollination","D",1,385.54212975,"+"
"M",280,"Flower-visiting",385.54212975,"Pollination","D",1,385.54212975,"+"
"M",248,"Flower-visiting",663.17693535,"Pollination","D",1,663.17693535,"+"
"M",190,"Flower-visiting",1088.17566545386,"Pollination","D",1,1088.17566545386,"+"
"M",186,"Flower-visiting",1256.86988955,"Pollination","D",1,1256.86988955,"+"
"M",284,"Flower-visiting",385.54212975,"Pollination","D",1,385.54212975,"+"
"M",203,"Flower-visiting",385.54212975,"Pollination","D",1,385.54212975,"+"
"M",196,"Flower-visiting",1726.55952875,"Pollination","D",1,1726.55952875,"+"
"M",131,"Flower-visiting",745.876947815,"Pollination","D",1,745.876947815,"+"
"M",138,"Flower-visiting",2743.02572565,"Pollination","D",1,2743.02572565,"+"
"M",249,"Flower-visiting",1844.08669503,"Pollination","D",1,1844.08669503,"+"
"M",233,"Flower-visiting",1800.2164954,"Pollination","D",1,1800.2164954,"+"
"M",238,"Flower-visiting",4956.18799575,"Pollination","D",1,4956.18799575,"+"
"M",288,"Flower-visiting",296.1027838,"Pollination","D",1,296.1027838,"+"
"M",209,"Flower-visiting",1405.4712908,"Pollination","D",1,1405.4712908,"+"
"M",287,"Flower-visiting",650.61492765,"Pollination","D",1,650.61492765,"+"
"M",181,"Flower-visiting",348.1438078,"Pollination","D",1,348.1438078,"+"
"M",250,"Flower-visiting",1248.6199693,"Pollination","D",1,1248.6199693,"+"
"M",306,"Flower-visiting",2255.02975063003,"Pollination","D",1,2255.02975063003,"+"
"M",253,"Flower-visiting",1087.7228123,"Pollination","D",1,1087.7228123,"+"
"M",251,"Flower-visiting",348.1438078,"Pollination","D",1,348.1438078,"+"
"M",173,"Flower-visiting",1398.460147815,"Pollination","D",1,1398.460147815,"+"
"M",132,"Flower-visiting",1388.963231,"Pollination","D",1,1388.963231,"+"
"M",223,"Flower-visiting",360.1904645,"Pollination","D",1,360.1904645,"+"
"M",256,"Flower-visiting",1536.48020225386,"Pollination","D",1,1536.48020225386,"+"
"M",142,"Flower-visiting",360.1904645,"Pollination","D",1,360.1904645,"+"
"M",143,"Flower-visiting",360.1904645,"Pollination","D",1,360.1904645,"+"
"M",222,"Flower-visiting",662.66158435,"Pollination","D",1,662.66158435,"+"
"M",158,"Flower-visiting",914.874718,"Pollination","D",1,914.874718,"+"
"M",170,"Flower-visiting",360.1904645,"Pollination","D",1,360.1904645,"+"
"M",267,"Flower-visiting",360.1904645,"Pollination","D",1,360.1904645,"+"
"M",140,"Flower-visiting",900.4761615,"Pollination","D",1,900.4761615,"+"
"M",308,"Flower-visiting",2578.9274785,"Pollination","D",1,2578.9274785,"+"
"M",305,"Flower-visiting",332.813494,"Pollination","D",1,332.813494,"+"
"M",520,"Butterfly",198.868726211112,"Pollination","D",1,198.868726211112,"+"
"M",521,"Butterfly",5061.54020918464,"Pollination","D",1,5061.54020918464,"+"
"M",517,"Butterfly",360.347355283287,"Pollination","D",1,360.347355283287,"+"
"M",518,"Butterfly",204.860872321112,"Pollination","D",1,204.860872321112,"+"
"M",523,"Butterfly",254.802894062112,"Pollination","D",1,254.802894062112,"+"
"M",527,"Butterfly",109.034372934,"Pollination","D",1,109.034372934,"+"
"M",529,"Butterfly",356.335103744848,"Pollination","D",1,356.335103744848,"+"
"M",526,"Butterfly",81.569441107832,"Pollination","D",1,81.569441107832,"+"
"M",247,"Flower-visiting",9.496916815,"Pollination","D",1,9.496916815,"+"
"M",124,"Flower-visiting",4600.33801897543,"Pollination","D",1,4600.33801897543,"+"
"M",327,"Flower-visiting",9.496916815,"Pollination","D",1,9.496916815,"+"
"M",259,"Flower-visiting",518.103821765,"Pollination","D",1,518.103821765,"+"
"M",101,"Flower-visiting",643.679728722717,"Pollination","D",1,643.679728722717,"+"
"M",231,"Flower-visiting",9.496916815,"Pollination","D",1,9.496916815,"+"
"M",163,"Flower-visiting",9.496916815,"Pollination","D",1,9.496916815,"+"
"M",167,"Flower-visiting",9.496916815,"Pollination","D",1,9.496916815,"+"
"M",151,"Flower-visiting",9.496916815,"Pollination","D",1,9.496916815,"+"
"M",152,"Flower-visiting",9.496916815,"Pollination","D",1,9.496916815,"+"
"M",285,"Flower-visiting",1118.865423815,"Pollination","D",1,1118.865423815,"+"
"M",195,"Flower-visiting",758.57283793,"Pollination","D",1,758.57283793,"+"
"M",255,"Flower-visiting",9.496916815,"Pollination","D",1,9.496916815,"+"
"M",210,"Flower-visiting",379.286418965,"Pollination","D",1,379.286418965,"+"
"M",339,"Flower-visiting",9.496916815,"Pollination","D",1,9.496916815,"+"
"M",212,"Flower-visiting",138.8174028,"Pollination","D",1,138.8174028,"+"
"M",241,"Flower-visiting",416.4522084,"Pollination","D",1,416.4522084,"+"
"M",299,"Flower-visiting",1283.9755183,"Pollination","D",1,1283.9755183,"+"
"M",215,"Flower-visiting",138.8174028,"Pollination","D",1,138.8174028,"+"
"M",268,"Flower-visiting",416.4522084,"Pollination","D",1,416.4522084,"+"
"M",139,"Flower-visiting",185.08987035,"Pollination","D",1,185.08987035,"+"
"M",112,"Flower-visiting",11772.4650644693,"Pollination","D",1,11772.4650644693,"+"
"M",528,"Butterfly",68.807908359,"Pollination","D",1,68.807908359,"+"
"M",516,"Butterfly",64.013938471,"Pollination","D",1,64.013938471,"+"
"M",525,"Butterfly",16.60496411,"Pollination","D",1,16.60496411,"+"
"M",519,"Butterfly",71.0640534661704,"Pollination","D",1,71.0640534661704,"+"
"M",530,"Butterfly",8.302482057,"Pollination","D",1,8.302482057,"+"
"M",524,"Butterfly",8.302482057,"Pollination","D",1,8.302482057,"+"
"M",290,"Flower-visiting",317.091405953858,"Pollination","D",1,317.091405953858,"+"
"M",271,"Flower-visiting",317.091405953858,"Pollination","D",1,317.091405953858,"+"
"M",310,"Flower-visiting",634.182811907717,"Pollination","D",1,634.182811907717,"+"
"M",237,"Flower-visiting",317.091405953858,"Pollination","D",1,317.091405953858,"+"
"M",309,"Flower-visiting",317.091405953858,"Pollination","D",1,317.091405953858,"+"
"M",197,"Flower-visiting",634.182811907717,"Pollination","D",1,634.182811907717,"+"
"M",224,"Flower-visiting",686.880908103858,"Pollination","D",1,686.880908103858,"+"
"M",129,"Flower-visiting",1056.67041045386,"Pollination","D",1,1056.67041045386,"+"
"M",303,"Flower-visiting",317.091405953858,"Pollination","D",1,317.091405953858,"+"
"M",294,"Flower-visiting",317.091405953858,"Pollination","D",1,317.091405953858,"+"
"M",331,"Flower-visiting",2535.82841945386,"Pollination","D",1,2535.82841945386,"+"
"M",113,"Flower-visiting",317.091405953858,"Pollination","D",1,317.091405953858,"+"
"M",171,"Flower-visiting",871.775659453858,"Pollination","D",1,871.775659453858,"+"
"M",213,"Flower-visiting",317.091405953858,"Pollination","D",1,317.091405953858,"+"
"M",127,"Flower-visiting",634.182811907717,"Pollination","D",1,634.182811907717,"+"
"M",232,"Flower-visiting",1604.41482298003,"Pollination","D",1,1604.41482298003,"+"
"M",324,"Flower-visiting",1604.41482298003,"Pollination","D",1,1604.41482298003,"+"
"M",286,"Flower-visiting",1604.41482298003,"Pollination","D",1,1604.41482298003,"+"
"M",317,"Flower-visiting",2693.90401680743,"Pollination","D",1,2693.90401680743,"+"
"M",318,"Flower-visiting",1604.41482298003,"Pollination","D",1,1604.41482298003,"+"
"M",122,"Flower-visiting",604.9422397,"Pollination","D",1,604.9422397,"+"
"M",279,"Flower-visiting",302.47111985,"Pollination","D",1,302.47111985,"+"
"M",188,"Flower-visiting",302.47111985,"Pollination","D",1,302.47111985,"+"
"M",189,"Flower-visiting",302.47111985,"Pollination","D",1,302.47111985,"+"
"M",266,"Flower-visiting",302.47111985,"Pollination","D",1,302.47111985,"+"
"M",211,"Flower-visiting",302.47111985,"Pollination","D",1,302.47111985,"+"
"M",304,"Flower-visiting",302.47111985,"Pollination","D",1,302.47111985,"+"
"M",272,"Flower-visiting",302.47111985,"Pollination","D",1,302.47111985,"+"
"M",150,"Flower-visiting",672.260622,"Pollination","D",1,672.260622,"+"
"M",319,"Flower-visiting",302.47111985,"Pollination","D",1,302.47111985,"+"
"M",165,"Flower-visiting",302.47111985,"Pollination","D",1,302.47111985,"+"
"M",109,"Flower-visiting",302.47111985,"Pollination","D",1,302.47111985,"+"
"M",125,"Flower-visiting",369.78950215,"Pollination","D",1,369.78950215,"+"
"M",297,"Flower-visiting",739.5790043,"Pollination","D",1,739.5790043,"+"
"M",230,"Flower-visiting",369.78950215,"Pollination","D",1,369.78950215,"+"
"M",201,"Flower-visiting",369.78950215,"Pollination","D",1,369.78950215,"+"
"M",296,"Flower-visiting",369.78950215,"Pollination","D",1,369.78950215,"+"
"M",337,"Flower-visiting",554.6842535,"Pollination","D",1,554.6842535,"+"
"M",301,"Flower-visiting",3697.8950225,"Pollination","D",1,3697.8950225,"+"
"M",217,"Flower-visiting",5177.0530315,"Pollination","D",1,5177.0530315,"+"
"M",208,"Flower-visiting",739.5790045,"Pollination","D",1,739.5790045,"+"
"M",302,"Flower-visiting",739.5790045,"Pollination","D",1,739.5790045,"+"
"M",114,"Flower-visiting",1294.263258,"Pollination","D",1,1294.263258,"+"
"M",200,"Flower-visiting",739.5790045,"Pollination","D",1,739.5790045,"+"
"M",154,"Flower-visiting",739.5790045,"Pollination","D",1,739.5790045,"+"
"M",522,"Butterfly",47.40897436,"Pollination","D",1,47.40897436,"+"
"SI",330,"Flower-visiting",373.787165,"Pollination","D",1,373.787165,"+"
"SI",105,"Flower-visiting",373.787165,"Pollination","D",1,373.787165,"+"
"SI",321,"Flower-visiting",3349.9174643,"Pollination","D",1,3349.9174643,"+"
"SI",202,"Flower-visiting",373.787165,"Pollination","D",1,373.787165,"+"
"SI",260,"Flower-visiting",22530.6120626485,"Pollination","D",1,22530.6120626485,"+"
"SI",123,"Flower-visiting",10232.1236962248,"Pollination","D",1,10232.1236962248,"+"
"SI",312,"Flower-visiting",1348.51890685,"Pollination","D",1,1348.51890685,"+"
"SI",183,"Flower-visiting",373.787165,"Pollination","D",1,373.787165,"+"
"SI",179,"Flower-visiting",18828.7352338296,"Pollination","D",1,18828.7352338296,"+"
"SI",164,"Flower-visiting",11714.3922927139,"Pollination","D",1,11714.3922927139,"+"
"SI",141,"Flower-visiting",373.787165,"Pollination","D",1,373.787165,"+"
"SI",126,"Flower-visiting",6032.14302661326,"Pollination","D",1,6032.14302661326,"+"
"SI",193,"Flower-visiting",373.787165,"Pollination","D",1,373.787165,"+"
"SI",166,"Flower-visiting",373.787165,"Pollination","D",1,373.787165,"+"
"SI",228,"Flower-visiting",373.787165,"Pollination","D",1,373.787165,"+"
"SI",322,"Flower-visiting",4007.3205386,"Pollination","D",1,4007.3205386,"+"
"SI",278,"Flower-visiting",1335.78223475,"Pollination","D",1,1335.78223475,"+"
"SI",144,"Flower-visiting",373.787165,"Pollination","D",1,373.787165,"+"
"SI",198,"Flower-visiting",373.787165,"Pollination","D",1,373.787165,"+"
"SI",326,"Flower-visiting",676.25828485,"Pollination","D",1,676.25828485,"+"
"SI",128,"Flower-visiting",385.54212975,"Pollination","D",1,385.54212975,"+"
"SI",265,"Flower-visiting",771.0842595,"Pollination","D",1,771.0842595,"+"
"SI",245,"Flower-visiting",1893.00642025,"Pollination","D",1,1893.00642025,"+"
"SI",307,"Flower-visiting",14849.3051247143,"Pollination","D",1,14849.3051247143,"+"
"SI",281,"Flower-visiting",385.54212975,"Pollination","D",1,385.54212975,"+"
"SI",280,"Flower-visiting",385.54212975,"Pollination","D",1,385.54212975,"+"
"SI",248,"Flower-visiting",385.54212975,"Pollination","D",1,385.54212975,"+"
"SI",190,"Flower-visiting",1109.88830811394,"Pollination","D",1,1109.88830811394,"+"
"SI",186,"Flower-visiting",1256.86988955,"Pollination","D",1,1256.86988955,"+"
"SI",284,"Flower-visiting",385.54212975,"Pollination","D",1,385.54212975,"+"
"SI",203,"Flower-visiting",385.54212975,"Pollination","D",1,385.54212975,"+"
"SI",196,"Flower-visiting",1726.55952875,"Pollination","D",1,1726.55952875,"+"
"SI",131,"Flower-visiting",736.380031,"Pollination","D",1,736.380031,"+"
"SI",138,"Flower-visiting",2743.02572565,"Pollination","D",1,2743.02572565,"+"
"SI",249,"Flower-visiting",1408.640653,"Pollination","D",1,1408.640653,"+"
"SI",233,"Flower-visiting",1661.3990926,"Pollination","D",1,1661.3990926,"+"
"SI",238,"Flower-visiting",4771.0981254,"Pollination","D",1,4771.0981254,"+"
"SI",288,"Flower-visiting",296.1027838,"Pollination","D",1,296.1027838,"+"
"SI",209,"Flower-visiting",1405.4712908,"Pollination","D",1,1405.4712908,"+"
"SI",287,"Flower-visiting",650.61492765,"Pollination","D",1,650.61492765,"+"
"SI",181,"Flower-visiting",348.1438078,"Pollination","D",1,348.1438078,"+"
"SI",250,"Flower-visiting",1248.6199693,"Pollination","D",1,1248.6199693,"+"
"SI",306,"Flower-visiting",2364.89108737963,"Pollination","D",1,2364.89108737963,"+"
"SI",253,"Flower-visiting",1087.7228123,"Pollination","D",1,1087.7228123,"+"
"SI",251,"Flower-visiting",348.1438078,"Pollination","D",1,348.1438078,"+"
"SI",173,"Flower-visiting",1388.963231,"Pollination","D",1,1388.963231,"+"
