"node_id","node_name","taxon","biomass.g"
509,"Micromys minutus","Seed-feeding rodent",6
510,"Myodes glareolus","Seed-feeding rodent",20.73
511,"Comma","Butterfly",0.0413
512,"Common blue","Butterfly",0.0118
513,"Gatekeeper","Butterfly",0.04
514,"Green-veined White","Butterfly",0.056
515,"Large Skipper","Butterfly",0.088
516,"Large White","Butterfly",0.128
517,"Meadow Brown","Butterfly",0.0215
518,"Painted Lady","Butterfly",0.0725
519,"Peacock","Butterfly",0.078
520,"Red Admiral","Butterfly",0.0725
521,"Ringlet","Butterfly",0.0376
522,"Small copper","Butterfly",0.051
523,"Small Skipper","Butterfly",0.061
524,"Small tortoiseshell","Butterfly",0.136
525,"Small white","Butterfly",0.067
526,"Speckled wood","Butterfly",0.041
527,"Aprostocetus sp","Insect seed-feeder parasitoid",8e-05
528,"Bracon immutator","Insect seed-feeder parasitoid",0.0025
529,"Bracon osculator","Insect seed-feeder parasitoid",0.0025
530,"Bracon praecox","Insect seed-feeder parasitoid",0.0025
531,"Crataepus marbis","Insect seed-feeder parasitoid",0.00306142857142857
532,"Eurytoma sp A","Insect seed-feeder parasitoid",0.00306142857142857
533,"Eurytoma sp B","Insect seed-feeder parasitoid",0.00306142857142857
534,"Mesopolobus incultus","Insect seed-feeder parasitoid",0.00045
535,"Pterandrophysalis levantina","Insect seed-feeder parasitoid",0.00306142857142857
536,"Pteromalus albipennis","Insect seed-feeder parasitoid",0.0013
537,"Pteromalus beryllii","Insect seed-feeder parasitoid",0.00306142857142857
538,"Pteromalus elevatus","Insect seed-feeder parasitoid",0.0121
539,"Pteromalus sequester-group","Insect seed-feeder parasitoid",0.00306142857142857
540,"Spintherus dubius","Insect seed-feeder parasitoid",0.00306142857142857
541,"Triaspis floricola","Insect seed-feeder parasitoid",0.00306142857142857
542,"Trichomalus campestris","Insect seed-feeder parasitoid",0.00306142857142857
543,"Trichomalus rufinus","Insect seed-feeder parasitoid",0.00306142857142857
544,"Amalaraeus penicilliger mustelae","Rodent ectoparasite",0.000765
545,"Ctenophthalmus nobilis vulgaris","Rodent ectoparasite",0.000765
546,"Hystrichopsylla talpae talpae","Rodent ectoparasite",0.000765
547,"Ixodes trianguliceps","Rodent ectoparasite",0.000765
548,"Megabothris turbidus","Rodent ectoparasite",0.000765
549,"Nosopsyllus fasciatus","Rodent ectoparasite",0.000765
550,"Palaeopsylla minor","Rodent ectoparasite",0.000765
551,"Palaeopsylla soricis soricis","Rodent ectoparasite",0.000765
